Origin State;Type;Dest State;Year;Nombres de medidas;Valores de medidas
Idaho;Import;North Dakota;2019;Chained 2012 Value (millions of dollars);0,323083
Idaho;Import;North Carolina;2019;Chained 2012 Value (millions of dollars);1,918936
Idaho;Import;New York;2019;Chained 2012 Value (millions of dollars);16,310464
Idaho;Import;New Mexico;2019;Chained 2012 Value (millions of dollars);0,576062
Idaho;Import;New Jersey;2019;Chained 2012 Value (millions of dollars);1,191828
Idaho;Import;New Hampshire;2019;Chained 2012 Value (millions of dollars);0
Idaho;Import;Nevada;2019;Chained 2012 Value (millions of dollars);52,556551
Idaho;Import;Nebraska;2019;Chained 2012 Value (millions of dollars);1,479333
Idaho;Import;Montana;2019;Chained 2012 Value (millions of dollars);7,221909
Idaho;Import;Missouri;2019;Chained 2012 Value (millions of dollars);1,585584
Idaho;Import;Mississippi;2019;Chained 2012 Value (millions of dollars);0,116936
Idaho;Import;Minnesota;2019;Chained 2012 Value (millions of dollars);3,248914
Idaho;Import;Michigan;2019;Chained 2012 Value (millions of dollars);0,74888
Idaho;Import;Massachusetts;2019;Chained 2012 Value (millions of dollars);0,264033
Idaho;Import;Maryland;2019;Chained 2012 Value (millions of dollars);0,067877
Idaho;Import;Maine;2019;Chained 2012 Value (millions of dollars);0,089836
Idaho;Import;Louisiana;2019;Chained 2012 Value (millions of dollars);0,371223
Idaho;Import;Kentucky;2019;Chained 2012 Value (millions of dollars);0,812815
Idaho;Import;Kansas;2019;Chained 2012 Value (millions of dollars);0,755158
Idaho;Import;Iowa;2019;Chained 2012 Value (millions of dollars);1,815789
Idaho;Import;Indiana;2019;Chained 2012 Value (millions of dollars);2,915997
Idaho;Import;Illinois;2019;Chained 2012 Value (millions of dollars);1,773245
Idaho;Import;Idaho;2019;Chained 2012 Value (millions of dollars);452,46366
Idaho;Import;Hawaii;2019;Chained 2012 Value (millions of dollars);0,163374
Idaho;Import;Georgia;2019;Chained 2012 Value (millions of dollars);7,707798
Idaho;Import;Florida;2019;Chained 2012 Value (millions of dollars);1,293992
Idaho;Import;Delaware;2019;Chained 2012 Value (millions of dollars);0,024719
Idaho;Import;Connecticut;2019;Chained 2012 Value (millions of dollars);0,579268
Idaho;Import;Colorado;2019;Chained 2012 Value (millions of dollars);25,992312
Idaho;Import;California;2019;Chained 2012 Value (millions of dollars);456,003218
Idaho;Import;Arkansas;2019;Chained 2012 Value (millions of dollars);0,242731
Idaho;Import;Arizona;2019;Chained 2012 Value (millions of dollars);19,320377
Idaho;Import;Alaska;2019;Chained 2012 Value (millions of dollars);1,642704
Idaho;Import;Alabama;2019;Chained 2012 Value (millions of dollars);0,118757
Idaho;Import;Wyoming;2018;Chained 2012 Value (millions of dollars);38,153997
Idaho;Import;Wisconsin;2018;Chained 2012 Value (millions of dollars);1,58049
Idaho;Import;West Virginia;2018;Chained 2012 Value (millions of dollars);0,092117
Idaho;Import;Washington;2018;Chained 2012 Value (millions of dollars);850,591269
Idaho;Import;Virginia;2018;Chained 2012 Value (millions of dollars);0,800996
Idaho;Import;Vermont;2018;Chained 2012 Value (millions of dollars);1,06714
Idaho;Import;Utah;2018;Chained 2012 Value (millions of dollars);126,81026
Idaho;Import;Texas;2018;Chained 2012 Value (millions of dollars);24,308628
Idaho;Import;Tennessee;2018;Chained 2012 Value (millions of dollars);0,358628
Idaho;Import;South Dakota;2018;Chained 2012 Value (millions of dollars);3,493977
Idaho;Import;South Carolina;2018;Chained 2012 Value (millions of dollars);0,383456
Idaho;Import;Rhode Island;2018;Chained 2012 Value (millions of dollars);0,002853
Idaho;Import;Pennsylvania;2018;Chained 2012 Value (millions of dollars);11,573488
Idaho;Import;Oregon;2018;Chained 2012 Value (millions of dollars);971,589657
Idaho;Import;Oklahoma;2018;Chained 2012 Value (millions of dollars);1,782938
Idaho;Import;Ohio;2018;Chained 2012 Value (millions of dollars);1,406198
Idaho;Import;North Dakota;2018;Chained 2012 Value (millions of dollars);0,347695
Idaho;Import;North Carolina;2018;Chained 2012 Value (millions of dollars);4,230222
Idaho;Import;New York;2018;Chained 2012 Value (millions of dollars);3,123603
Idaho;Import;New Mexico;2018;Chained 2012 Value (millions of dollars);0,775261
Idaho;Import;New Jersey;2018;Chained 2012 Value (millions of dollars);0,493366
Idaho;Import;New Hampshire;2018;Chained 2012 Value (millions of dollars);0,003077
Idaho;Import;Nevada;2018;Chained 2012 Value (millions of dollars);45,676995
Idaho;Import;Nebraska;2018;Chained 2012 Value (millions of dollars);2,436054
Idaho;Import;Montana;2018;Chained 2012 Value (millions of dollars);6,038893
Idaho;Import;Missouri;2018;Chained 2012 Value (millions of dollars);1,047591
Idaho;Import;Mississippi;2018;Chained 2012 Value (millions of dollars);0,348917
Idaho;Import;Minnesota;2018;Chained 2012 Value (millions of dollars);2,8895
Idaho;Import;Michigan;2018;Chained 2012 Value (millions of dollars);0,998668
Idaho;Import;Massachusetts;2018;Chained 2012 Value (millions of dollars);0,555114
Idaho;Import;Maryland;2018;Chained 2012 Value (millions of dollars);0,830568
Idaho;Import;Maine;2018;Chained 2012 Value (millions of dollars);0,032841
Idaho;Import;Louisiana;2018;Chained 2012 Value (millions of dollars);0,794388
Idaho;Import;Kentucky;2018;Chained 2012 Value (millions of dollars);0
Idaho;Import;Kansas;2018;Chained 2012 Value (millions of dollars);0,75747
Idaho;Import;Iowa;2018;Chained 2012 Value (millions of dollars);1,822976
Idaho;Import;Indiana;2018;Chained 2012 Value (millions of dollars);3,609393
Idaho;Import;Illinois;2018;Chained 2012 Value (millions of dollars);2,391909
Idaho;Import;Idaho;2018;Chained 2012 Value (millions of dollars);451,657512
Idaho;Import;Hawaii;2018;Chained 2012 Value (millions of dollars);0,452882
Idaho;Import;Georgia;2018;Chained 2012 Value (millions of dollars);10,688587
Idaho;Import;Florida;2018;Chained 2012 Value (millions of dollars);1,399271
Idaho;Import;Delaware;2018;Chained 2012 Value (millions of dollars);0,078471
Idaho;Import;Connecticut;2018;Chained 2012 Value (millions of dollars);6,133782
Idaho;Import;Colorado;2018;Chained 2012 Value (millions of dollars);40,290815
Idaho;Import;California;2018;Chained 2012 Value (millions of dollars);314,461744
Idaho;Import;Arkansas;2018;Chained 2012 Value (millions of dollars);0
Idaho;Import;Arizona;2018;Chained 2012 Value (millions of dollars);31,768257
Idaho;Import;Alaska;2018;Chained 2012 Value (millions of dollars);0,639385
Idaho;Import;Alabama;2018;Chained 2012 Value (millions of dollars);0,214254
Idaho;Import;Wyoming;2017;Chained 2012 Value (millions of dollars);24,909003
Idaho;Import;Wisconsin;2017;Chained 2012 Value (millions of dollars);1,383082
Idaho;Import;West Virginia;2017;Chained 2012 Value (millions of dollars);0,091548
Idaho;Import;Washington;2017;Chained 2012 Value (millions of dollars);2271,341715
Idaho;Import;Virginia;2017;Chained 2012 Value (millions of dollars);0,275733
Idaho;Import;Vermont;2017;Chained 2012 Value (millions of dollars);0,996527
Idaho;Import;Utah;2017;Chained 2012 Value (millions of dollars);67,458227
Idaho;Import;Texas;2017;Chained 2012 Value (millions of dollars);28,370605
Idaho;Import;Tennessee;2017;Chained 2012 Value (millions of dollars);1,774955
Idaho;Import;South Dakota;2017;Chained 2012 Value (millions of dollars);9,444041
Idaho;Import;South Carolina;2017;Chained 2012 Value (millions of dollars);0,46005
Idaho;Import;Rhode Island;2017;Chained 2012 Value (millions of dollars);0
Idaho;Import;Pennsylvania;2017;Chained 2012 Value (millions of dollars);25,491266
Idaho;Import;Oregon;2017;Chained 2012 Value (millions of dollars);746,441614
Idaho;Import;Oklahoma;2017;Chained 2012 Value (millions of dollars);2,312818
Idaho;Import;Ohio;2017;Chained 2012 Value (millions of dollars);0,72198
Idaho;Import;North Dakota;2017;Chained 2012 Value (millions of dollars);0,282856
Idaho;Import;North Carolina;2017;Chained 2012 Value (millions of dollars);4,607215
Idaho;Import;New York;2017;Chained 2012 Value (millions of dollars);3,171842
Idaho;Import;New Mexico;2017;Chained 2012 Value (millions of dollars);0,27457
Idaho;Import;New Jersey;2017;Chained 2012 Value (millions of dollars);1,258895
Idaho;Import;New Hampshire;2017;Chained 2012 Value (millions of dollars);0,08663
Idaho;Import;Nevada;2017;Chained 2012 Value (millions of dollars);33,210479
Idaho;Import;Nebraska;2017;Chained 2012 Value (millions of dollars);3,334767
Idaho;Import;Montana;2017;Chained 2012 Value (millions of dollars);8,919891
Idaho;Import;Missouri;2017;Chained 2012 Value (millions of dollars);0,633087
Idaho;Import;Mississippi;2017;Chained 2012 Value (millions of dollars);1,833826
Idaho;Import;Minnesota;2017;Chained 2012 Value (millions of dollars);4,963716
Idaho;Import;Michigan;2017;Chained 2012 Value (millions of dollars);2,036679
Idaho;Import;Massachusetts;2017;Chained 2012 Value (millions of dollars);0,192626
Idaho;Import;Maryland;2017;Chained 2012 Value (millions of dollars);0,155003
Idaho;Import;Maine;2017;Chained 2012 Value (millions of dollars);0,004406
Idaho;Import;Louisiana;2017;Chained 2012 Value (millions of dollars);0,956801
Idaho;Import;Kentucky;2017;Chained 2012 Value (millions of dollars);0,125862
Idaho;Import;Kansas;2017;Chained 2012 Value (millions of dollars);1,441
Idaho;Import;Iowa;2017;Chained 2012 Value (millions of dollars);1,353397
Idaho;Import;Indiana;2017;Chained 2012 Value (millions of dollars);2,500957
Idaho;Import;Illinois;2017;Chained 2012 Value (millions of dollars);4,88999
Idaho;Import;Idaho;2017;Chained 2012 Value (millions of dollars);410,633489
Idaho;Import;Hawaii;2017;Chained 2012 Value (millions of dollars);2,964574
Idaho;Import;Georgia;2017;Chained 2012 Value (millions of dollars);6,703001
Idaho;Import;Florida;2017;Chained 2012 Value (millions of dollars);1,793827
Idaho;Import;Delaware;2017;Chained 2012 Value (millions of dollars);0,095442
Idaho;Import;Connecticut;2017;Chained 2012 Value (millions of dollars);1,240514
Idaho;Import;Colorado;2017;Chained 2012 Value (millions of dollars);34,092077
Idaho;Import;California;2017;Chained 2012 Value (millions of dollars);342,367978
Idaho;Import;Arkansas;2017;Chained 2012 Value (millions of dollars);0,112126
Idaho;Import;Arizona;2017;Chained 2012 Value (millions of dollars);30,810567
Idaho;Import;Alaska;2017;Chained 2012 Value (millions of dollars);0,752856
Idaho;Import;Alabama;2017;Chained 2012 Value (millions of dollars);0,101557
Illinois;Domestic;Wyoming;2021;Chained 2012 Value (millions of dollars);737,358294
Illinois;Domestic;Wisconsin;2021;Chained 2012 Value (millions of dollars);47509,362763
Illinois;Domestic;West Virginia;2021;Chained 2012 Value (millions of dollars);720,883805
Illinois;Domestic;Washington;2021;Chained 2012 Value (millions of dollars);4108,904152
Illinois;Domestic;Virginia;2021;Chained 2012 Value (millions of dollars);6309,288236
Illinois;Domestic;Vermont;2021;Chained 2012 Value (millions of dollars);488,493282
Illinois;Domestic;Utah;2021;Chained 2012 Value (millions of dollars);1998,366515
Illinois;Domestic;Texas;2021;Chained 2012 Value (millions of dollars);24813,702989
Illinois;Domestic;Tennessee;2021;Chained 2012 Value (millions of dollars);9077,54257
Illinois;Domestic;South Dakota;2021;Chained 2012 Value (millions of dollars);1381,248259
Illinois;Domestic;South Carolina;2021;Chained 2012 Value (millions of dollars);3105,064529
Illinois;Domestic;Rhode Island;2021;Chained 2012 Value (millions of dollars);388,276612
Illinois;Domestic;Pennsylvania;2021;Chained 2012 Value (millions of dollars);12019,341249
Illinois;Domestic;Oregon;2021;Chained 2012 Value (millions of dollars);1733,111866
Illinois;Domestic;Oklahoma;2021;Chained 2012 Value (millions of dollars);2742,699928
Illinois;Domestic;Ohio;2021;Chained 2012 Value (millions of dollars);24626,90604
Illinois;Domestic;North Dakota;2021;Chained 2012 Value (millions of dollars);2788,548573
Illinois;Domestic;North Carolina;2021;Chained 2012 Value (millions of dollars);8118,071711
Illinois;Domestic;New York;2021;Chained 2012 Value (millions of dollars);10653,966416
Illinois;Domestic;New Mexico;2021;Chained 2012 Value (millions of dollars);929,993813
Illinois;Domestic;New Jersey;2021;Chained 2012 Value (millions of dollars);5314,152925
Illinois;Domestic;New Hampshire;2021;Chained 2012 Value (millions of dollars);1598,070777
Illinois;Domestic;Nevada;2021;Chained 2012 Value (millions of dollars);3064,879711
Illinois;Domestic;Nebraska;2021;Chained 2012 Value (millions of dollars);4615,08124
Illinois;Domestic;Montana;2021;Chained 2012 Value (millions of dollars);535,079063
Illinois;Domestic;Missouri;2021;Chained 2012 Value (millions of dollars);20806,921612
Illinois;Domestic;Mississippi;2021;Chained 2012 Value (millions of dollars);3077,300983
Illinois;Domestic;Minnesota;2021;Chained 2012 Value (millions of dollars);13362,415307
Illinois;Domestic;Michigan;2021;Chained 2012 Value (millions of dollars);27472,255183
Illinois;Domestic;Massachusetts;2021;Chained 2012 Value (millions of dollars);3743,353955
Illinois;Domestic;Maryland;2021;Chained 2012 Value (millions of dollars);5366,380488
Illinois;Domestic;Maine;2021;Chained 2012 Value (millions of dollars);417,430745
Illinois;Domestic;Louisiana;2021;Chained 2012 Value (millions of dollars);15920,811271
Illinois;Domestic;Kentucky;2021;Chained 2012 Value (millions of dollars);11630,967634
Illinois;Domestic;Kansas;2021;Chained 2012 Value (millions of dollars);5468,403619
Illinois;Domestic;Iowa;2021;Chained 2012 Value (millions of dollars);15948,388726
Illinois;Domestic;Indiana;2021;Chained 2012 Value (millions of dollars);57290,714972
Illinois;Domestic;Illinois;2021;Chained 2012 Value (millions of dollars);374507,973094
Illinois;Domestic;Idaho;2021;Chained 2012 Value (millions of dollars);727,813444
Illinois;Domestic;Hawaii;2021;Chained 2012 Value (millions of dollars);444,382278
Illinois;Domestic;Georgia;2021;Chained 2012 Value (millions of dollars);10322,452876
Illinois;Domestic;Florida;2021;Chained 2012 Value (millions of dollars);11998,868981
Illinois;Domestic;District of Columbia;2021;Chained 2012 Value (millions of dollars);398,188327
Illinois;Domestic;Delaware;2021;Chained 2012 Value (millions of dollars);665,615345
Illinois;Domestic;Connecticut;2021;Chained 2012 Value (millions of dollars);2873,321653
Illinois;Domestic;Colorado;2021;Chained 2012 Value (millions of dollars);4511,713501
Illinois;Domestic;California;2021;Chained 2012 Value (millions of dollars);20119,119159
Illinois;Domestic;Arkansas;2021;Chained 2012 Value (millions of dollars);3134,714812
Illinois;Domestic;Arizona;2021;Chained 2012 Value (millions of dollars);3556,353045
Illinois;Domestic;Alaska;2021;Chained 2012 Value (millions of dollars);140,146612
Illinois;Domestic;Alabama;2021;Chained 2012 Value (millions of dollars);4831,850442
Illinois;Domestic;Wyoming;2020;Chained 2012 Value (millions of dollars);731,11354
Illinois;Domestic;Wisconsin;2020;Chained 2012 Value (millions of dollars);47239,420498
Illinois;Domestic;West Virginia;2020;Chained 2012 Value (millions of dollars);711,403024
Illinois;Domestic;Washington;2020;Chained 2012 Value (millions of dollars);4051,177494
Illinois;Domestic;Virginia;2020;Chained 2012 Value (millions of dollars);6211,182111
Illinois;Domestic;Vermont;2020;Chained 2012 Value (millions of dollars);476,167906
Illinois;Domestic;Utah;2020;Chained 2012 Value (millions of dollars);1972,440271
Illinois;Domestic;Texas;2020;Chained 2012 Value (millions of dollars);24619,769417
Illinois;Domestic;Tennessee;2020;Chained 2012 Value (millions of dollars);8996,501718
Illinois;Domestic;South Dakota;2020;Chained 2012 Value (millions of dollars);1373,415014
Illinois;Domestic;South Carolina;2020;Chained 2012 Value (millions of dollars);3067,04537
Illinois;Domestic;Rhode Island;2020;Chained 2012 Value (millions of dollars);390,231463
Illinois;Domestic;Pennsylvania;2020;Chained 2012 Value (millions of dollars);12020,004175
Illinois;Domestic;Oregon;2020;Chained 2012 Value (millions of dollars);1712,159436
Illinois;Domestic;Oklahoma;2020;Chained 2012 Value (millions of dollars);2738,614874
Illinois;Domestic;Ohio;2020;Chained 2012 Value (millions of dollars);24541,376036
Illinois;Domestic;North Dakota;2020;Chained 2012 Value (millions of dollars);2696,620472
Illinois;Domestic;North Carolina;2020;Chained 2012 Value (millions of dollars);7947,541225
Illinois;Domestic;New York;2020;Chained 2012 Value (millions of dollars);10441,263061
Illinois;Domestic;New Mexico;2020;Chained 2012 Value (millions of dollars);920,988913
Illinois;Domestic;New Jersey;2020;Chained 2012 Value (millions of dollars);5228,431289
Illinois;Domestic;New Hampshire;2020;Chained 2012 Value (millions of dollars);1574,079908
Illinois;Domestic;Nevada;2020;Chained 2012 Value (millions of dollars);2950,939964
Illinois;Domestic;Nebraska;2020;Chained 2012 Value (millions of dollars);4551,872917
Illinois;Domestic;Montana;2020;Chained 2012 Value (millions of dollars);530,907539
Illinois;Domestic;Missouri;2020;Chained 2012 Value (millions of dollars);20700,073637
Illinois;Domestic;Mississippi;2020;Chained 2012 Value (millions of dollars);3030,864932
Illinois;Domestic;Minnesota;2020;Chained 2012 Value (millions of dollars);13444,056886
Illinois;Domestic;Michigan;2020;Chained 2012 Value (millions of dollars);27098,971579
Illinois;Domestic;Massachusetts;2020;Chained 2012 Value (millions of dollars);3709,722217
Illinois;Domestic;Maryland;2020;Chained 2012 Value (millions of dollars);5186,331833
Illinois;Domestic;Maine;2020;Chained 2012 Value (millions of dollars);408,18911
Illinois;Domestic;Louisiana;2020;Chained 2012 Value (millions of dollars);15212,773736
Illinois;Domestic;Kentucky;2020;Chained 2012 Value (millions of dollars);11574,691363
Illinois;Domestic;Kansas;2020;Chained 2012 Value (millions of dollars);5401,622925
Illinois;Domestic;Iowa;2020;Chained 2012 Value (millions of dollars);15908,975156
Illinois;Domestic;Indiana;2020;Chained 2012 Value (millions of dollars);56711,295633
Illinois;Domestic;Illinois;2020;Chained 2012 Value (millions of dollars);368564,232432
Illinois;Domestic;Idaho;2020;Chained 2012 Value (millions of dollars);718,340918
Illinois;Domestic;Hawaii;2020;Chained 2012 Value (millions of dollars);430,630339
Illinois;Domestic;Georgia;2020;Chained 2012 Value (millions of dollars);10205,912115
Illinois;Domestic;Florida;2020;Chained 2012 Value (millions of dollars);11768,459397
Illinois;Domestic;District of Columbia;2020;Chained 2012 Value (millions of dollars);389,690412
Illinois;Domestic;Delaware;2020;Chained 2012 Value (millions of dollars);638,748366
Illinois;Domestic;Connecticut;2020;Chained 2012 Value (millions of dollars);2796,964005
Illinois;Domestic;Colorado;2020;Chained 2012 Value (millions of dollars);4460,771695
Illinois;Domestic;California;2020;Chained 2012 Value (millions of dollars);19861,601285
Illinois;Domestic;Arkansas;2020;Chained 2012 Value (millions of dollars);3176,858692
Illinois;Domestic;Arizona;2020;Chained 2012 Value (millions of dollars);3504,500482
Illinois;Domestic;Alaska;2020;Chained 2012 Value (millions of dollars);135,800147
Illinois;Domestic;Alabama;2020;Chained 2012 Value (millions of dollars);4784,304543
Illinois;Domestic;Wyoming;2019;Chained 2012 Value (millions of dollars);769,546731
Illinois;Domestic;Wisconsin;2019;Chained 2012 Value (millions of dollars);48828,823162
Illinois;Domestic;West Virginia;2019;Chained 2012 Value (millions of dollars);743,141567
Illinois;Domestic;Washington;2019;Chained 2012 Value (millions of dollars);4198,759276
Illinois;Domestic;Virginia;2019;Chained 2012 Value (millions of dollars);6445,049275
Illinois;Domestic;Vermont;2019;Chained 2012 Value (millions of dollars);503,697434
Illinois;Domestic;Utah;2019;Chained 2012 Value (millions of dollars);2048,03737
Illinois;Domestic;Texas;2019;Chained 2012 Value (millions of dollars);25846,130497
Illinois;Domestic;Tennessee;2019;Chained 2012 Value (millions of dollars);9454,459374
Illinois;Domestic;South Dakota;2019;Chained 2012 Value (millions of dollars);1467,276653
Illinois;Domestic;South Carolina;2019;Chained 2012 Value (millions of dollars);3235,920364
Illinois;Domestic;Rhode Island;2019;Chained 2012 Value (millions of dollars);412,479222
Illinois;Domestic;Pennsylvania;2019;Chained 2012 Value (millions of dollars);12463,14795
Illinois;Domestic;Oregon;2019;Chained 2012 Value (millions of dollars);1800,355471
Illinois;Domestic;Oklahoma;2019;Chained 2012 Value (millions of dollars);2903,728113
Illinois;Domestic;Ohio;2019;Chained 2012 Value (millions of dollars);25880,469132
Illinois;Domestic;North Dakota;2019;Chained 2012 Value (millions of dollars);2899,869614
Illinois;Domestic;North Carolina;2019;Chained 2012 Value (millions of dollars);8393,76112
Illinois;Domestic;New York;2019;Chained 2012 Value (millions of dollars);10918,186528
Illinois;Domestic;New Mexico;2019;Chained 2012 Value (millions of dollars);981,335614
Illinois;Domestic;New Jersey;2019;Chained 2012 Value (millions of dollars);5449,425138
Illinois;Domestic;New Hampshire;2019;Chained 2012 Value (millions of dollars);1659,290685
Illinois;Domestic;Nevada;2019;Chained 2012 Value (millions of dollars);3056,446398
Illinois;Domestic;Nebraska;2019;Chained 2012 Value (millions of dollars);4868,040635
Illinois;Domestic;Montana;2019;Chained 2012 Value (millions of dollars);568,531114
Illinois;Domestic;Missouri;2019;Chained 2012 Value (millions of dollars);21768,176042
Illinois;Domestic;Mississippi;2019;Chained 2012 Value (millions of dollars);3122,992357
Illinois;Domestic;Minnesota;2019;Chained 2012 Value (millions of dollars);14127,86649
Illinois;Domestic;Michigan;2019;Chained 2012 Value (millions of dollars);28403,681398
Illinois;Domestic;Massachusetts;2019;Chained 2012 Value (millions of dollars);3838,980922
Illinois;Domestic;Maryland;2019;Chained 2012 Value (millions of dollars);5259,093329
Illinois;Domestic;Maine;2019;Chained 2012 Value (millions of dollars);426,552149
Illinois;Domestic;Louisiana;2019;Chained 2012 Value (millions of dollars);14696,245038
Illinois;Domestic;Kentucky;2019;Chained 2012 Value (millions of dollars);12301,969284
Illinois;Domestic;Kansas;2019;Chained 2012 Value (millions of dollars);5660,666139
Illinois;Domestic;Iowa;2019;Chained 2012 Value (millions of dollars);16674,606957
Illinois;Domestic;Indiana;2019;Chained 2012 Value (millions of dollars);60490,744328
Illinois;Domestic;Illinois;2019;Chained 2012 Value (millions of dollars);382539,615052
Illinois;Domestic;Idaho;2019;Chained 2012 Value (millions of dollars);755,953063
Illinois;Domestic;Hawaii;2019;Chained 2012 Value (millions of dollars);441,747982
Illinois;Domestic;Georgia;2019;Chained 2012 Value (millions of dollars);10700,618946
Illinois;Domestic;Florida;2019;Chained 2012 Value (millions of dollars);12245,674284
Illinois;Domestic;District of Columbia;2019;Chained 2012 Value (millions of dollars);400,021461
Illinois;Domestic;Delaware;2019;Chained 2012 Value (millions of dollars);683,390519
Illinois;Domestic;Connecticut;2019;Chained 2012 Value (millions of dollars);2900,162914
Illinois;Domestic;Colorado;2019;Chained 2012 Value (millions of dollars);4607,175825
Illinois;Domestic;California;2019;Chained 2012 Value (millions of dollars);20747,279041
Illinois;Domestic;Arkansas;2019;Chained 2012 Value (millions of dollars);3327,15094
Illinois;Domestic;Arizona;2019;Chained 2012 Value (millions of dollars);3715,494628
Illinois;Domestic;Alaska;2019;Chained 2012 Value (millions of dollars);143,129335
Illinois;Domestic;Alabama;2019;Chained 2012 Value (millions of dollars);4999,244542
Illinois;Domestic;Wyoming;2018;Chained 2012 Value (millions of dollars);779,706948
Illinois;Domestic;Wisconsin;2018;Chained 2012 Value (millions of dollars);49476,99824
Illinois;Domestic;West Virginia;2018;Chained 2012 Value (millions of dollars);766,786667
Illinois;Domestic;Washington;2018;Chained 2012 Value (millions of dollars);4253,23198
Illinois;Domestic;Virginia;2018;Chained 2012 Value (millions of dollars);6525,999228
Illinois;Domestic;Vermont;2018;Chained 2012 Value (millions of dollars);508,526465
Illinois;Domestic;Utah;2018;Chained 2012 Value (millions of dollars);2100,243169
Illinois;Domestic;Texas;2018;Chained 2012 Value (millions of dollars);26279,319099
Illinois;Domestic;Tennessee;2018;Chained 2012 Value (millions of dollars);9602,774703
Illinois;Domestic;South Dakota;2018;Chained 2012 Value (millions of dollars);1493,935365
Illinois;Domestic;South Carolina;2018;Chained 2012 Value (millions of dollars);3299,601936
Illinois;Domestic;Rhode Island;2018;Chained 2012 Value (millions of dollars);423,038755
Illinois;Domestic;Pennsylvania;2018;Chained 2012 Value (millions of dollars);12693,058824
Illinois;Domestic;Oregon;2018;Chained 2012 Value (millions of dollars);1839,246172
Illinois;Domestic;Oklahoma;2018;Chained 2012 Value (millions of dollars);2974,322025
Illinois;Domestic;Ohio;2018;Chained 2012 Value (millions of dollars);26315,43545
Illinois;Domestic;North Dakota;2018;Chained 2012 Value (millions of dollars);2958,362096
Illinois;Domestic;North Carolina;2018;Chained 2012 Value (millions of dollars);8513,431819
Illinois;Domestic;New York;2018;Chained 2012 Value (millions of dollars);11105,536754
Illinois;Domestic;New Mexico;2018;Chained 2012 Value (millions of dollars);1002,915526
Illinois;Domestic;New Jersey;2018;Chained 2012 Value (millions of dollars);5545,220208
Illinois;Domestic;New Hampshire;2018;Chained 2012 Value (millions of dollars);1681,744208
Illinois;Domestic;Nevada;2018;Chained 2012 Value (millions of dollars);3080,292105
Illinois;Domestic;Nebraska;2018;Chained 2012 Value (millions of dollars);4954,238004
Illinois;Domestic;Montana;2018;Chained 2012 Value (millions of dollars);579,388586
Illinois;Domestic;Missouri;2018;Chained 2012 Value (millions of dollars);22415,578185
Illinois;Domestic;Mississippi;2018;Chained 2012 Value (millions of dollars);3248,770546
Illinois;Domestic;Minnesota;2018;Chained 2012 Value (millions of dollars);14460,151466
Illinois;Domestic;Michigan;2018;Chained 2012 Value (millions of dollars);28927,104583
Illinois;Domestic;Massachusetts;2018;Chained 2012 Value (millions of dollars);3883,909224
Illinois;Domestic;Maryland;2018;Chained 2012 Value (millions of dollars);5242,957554
Illinois;Domestic;Maine;2018;Chained 2012 Value (millions of dollars);435,822502
Illinois;Domestic;Louisiana;2018;Chained 2012 Value (millions of dollars);16434,40662
Illinois;Domestic;Kentucky;2018;Chained 2012 Value (millions of dollars);12533,667804
Illinois;Domestic;Kansas;2018;Chained 2012 Value (millions of dollars);5769,24401
Illinois;Domestic;Iowa;2018;Chained 2012 Value (millions of dollars);16962,345285
Illinois;Domestic;Indiana;2018;Chained 2012 Value (millions of dollars);61901,569772
Illinois;Domestic;Illinois;2018;Chained 2012 Value (millions of dollars);389936,057095
Illinois;Domestic;Idaho;2018;Chained 2012 Value (millions of dollars);769,959562
Illinois;Domestic;Hawaii;2018;Chained 2012 Value (millions of dollars);444,655366
Illinois;Domestic;Georgia;2018;Chained 2012 Value (millions of dollars);11057,153478
Illinois;Domestic;Florida;2018;Chained 2012 Value (millions of dollars);12455,692016
Illinois;Domestic;District of Columbia;2018;Chained 2012 Value (millions of dollars);405,497465
Illinois;Domestic;Delaware;2018;Chained 2012 Value (millions of dollars);695,267137
Illinois;Domestic;Connecticut;2018;Chained 2012 Value (millions of dollars);2931,077386
Illinois;Domestic;Colorado;2018;Chained 2012 Value (millions of dollars);4728,679694
Illinois;Domestic;California;2018;Chained 2012 Value (millions of dollars);21114,24778
Illinois;Domestic;Arkansas;2018;Chained 2012 Value (millions of dollars);3395,978958
Illinois;Domestic;Arizona;2018;Chained 2012 Value (millions of dollars);3814,09891
Illinois;Domestic;Alaska;2018;Chained 2012 Value (millions of dollars);144,901102
Illinois;Domestic;Alabama;2018;Chained 2012 Value (millions of dollars);5142,142059
Illinois;Domestic;Wyoming;2017;Chained 2012 Value (millions of dollars);762,522751
Illinois;Domestic;Wisconsin;2017;Chained 2012 Value (millions of dollars);49351,178141
Illinois;Domestic;West Virginia;2017;Chained 2012 Value (millions of dollars);747,140189
Illinois;Domestic;Washington;2017;Chained 2012 Value (millions of dollars);4198,675899
Illinois;Domestic;Virginia;2017;Chained 2012 Value (millions of dollars);6393,92043
Illinois;Domestic;Vermont;2017;Chained 2012 Value (millions of dollars);498,125612
Illinois;Domestic;Utah;2017;Chained 2012 Value (millions of dollars);2058,125304
Illinois;Domestic;Texas;2017;Chained 2012 Value (millions of dollars);25708,497079
Illinois;Domestic;Tennessee;2017;Chained 2012 Value (millions of dollars);9381,143753
Illinois;Domestic;South Dakota;2017;Chained 2012 Value (millions of dollars);1460,70482
